EntrezID,GeneID,Symbol,Description,Protein Name,UniProt ID
239,ENSG00000108839,ALOX12,"arachidonate 12-lipoxygenase, 12S type",Polyunsaturated fatty acid lipoxygenase ALOX12,O95569; P18054; Q9UQM4; Q6ISF8
240,ENSG00000012779,ALOX5,arachidonate 5-lipoxygenase,Polyunsaturated fatty acid 5-lipoxygenase,E5FPY8; Q5JQ14; E5FPY5; P09917; E5FPY7; B7ZLS0
241,ENSG00000132965,ALOX5AP,arachidonate 5-lipoxygenase activating protein,Arachidonate 5-lipoxygenase-activating protein,Q5VV04; P20292
242,ENSG00000179477,ALOX12B,"arachidonate 12-lipoxygenase, 12R type","Arachidonate 12-lipoxygenase, 12R-type",O75342
245,ENSG00000291084,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2,-,-
246,ENSG00000161905,ALOX15,arachidonate 15-lipoxygenase,Polyunsaturated fatty acid lipoxygenase ALOX15,A8K2P4; B7ZA11; P16050; Q99657; Q8N6R7
247,ENSG00000179593,ALOX15B,arachidonate 15-lipoxygenase type B,Polyunsaturated fatty acid lipoxygenase ALOX15B,D3DTR2; Q8TEV4; Q9UKM4; Q8TEV5; Q8TEV3; O15296; Q8TEV6; Q8IYQ2
248,ENSG00000163295,ALPI,"alkaline phosphatase, intestinal",Intestinal-type alkaline phosphatase,P09923; B2R7Y4; Q9UCL2; Q9UBV5; Q53S80
249,ENSG00000162551,ALPL,"alkaline phosphatase, biomineralization associated","Alkaline phosphatase, tissue-nonspecific isozyme",Q5VTG5; Q8WU32; Q2TAI7; Q6NZI8; O75090; Q5BKZ5; Q59EJ7; Q9UBK0; P05186; B2RMP8; B7Z4Y6; A1A4E7; B7Z387
250,ENSG00000163283,ALPP,"alkaline phosphatase, placental","Alkaline phosphatase, placental type",P06861; P05187; P05188; Q53S78; Q96DB7
251,ENSG00000163286,ALPG,"alkaline phosphatase, germ cell","Alkaline phosphatase, germ cell type",Q96CM1; Q53S81; A8KAF2; Q16727; P10696
257,ENSG00000156150,ALX3,ALX homeobox 3,Homeobox protein aristaless-like 3,O95075; O95076; Q5T8M4
258,ENSG00000178522,AMBN,ameloblastin,Ameloblastin,Q9H4L1; Q9H2X1; Q3B862; Q9NP70
259,ENSG00000106927,AMBP,alpha-1-microglobulin/bikunin precursor,Protein AMBP,P78491; Q9UDI8; P02760; Q9UC58; P00977; Q2TU33; Q5TBD7; P02759
262,ENSG00000123505,AMD1,adenosylmethionine decarboxylase 1,S-adenosylmethionine decarboxylase proenzyme,P17707; E1P5F7; Q5VXN6; Q5VXN4; Q9BWK4
265,ENSG00000125363,AMELX,amelogenin X-linked,"Amelogenin, X isoform",Q9UCA7; Q99217; Q96NW6
266,ENSG00000099721,AMELY,amelogenin Y-linked,"Amelogenin, Y isoform",Q99218; Q6RWT1
267,ENSG00000159461,AMFR,autocrine motility factor receptor,E3 ubiquitin-protein ligase AMFR,P26442; Q8IZ70; Q9UKV5
268,ENSG00000104899,AMH,anti-Mullerian hormone,Muellerian-inhibiting factor,O75246; P03971; Q6GTN3
269,ENSG00000135409,AMHR2,anti-Mullerian hormone receptor type 2,Anti-Muellerian hormone type-2 receptor,Q13762; Q647K2; Q16671; F8W1D2; A0AVE1; B9EGB7; E9PGD2
270,ENSG00000116748,AMPD1,adenosine monophosphate deaminase 1,AMP deaminase 1,P23109; Q5TF00; B2RAM1; A8K5N4; F2Z3B3; Q5TF02
271,ENSG00000116337,AMPD2,adenosine monophosphate deaminase 2,AMP deaminase 2,Q9UDX8; Q9UDX9; Q14856; Q14857; Q96IA1; B4DZI5; Q16729; Q16687; Q01433; A0A5F9UK94; Q5T693; E9PNG0; Q16686; Q5T695; B4DK50; Q16688; Q9UMU4
272,ENSG00000133805,AMPD3,adenosine monophosphate deaminase 3,AMP deaminase 3,A0AUX0; B7Z2S2; B7Z763; Q01432; B7Z877
273,ENSG00000078053,AMPH,amphiphysin,Amphiphysin,Q75MJ8; O43538; Q75MK5; Q75MM3; A4D1X8; Q8N4G0; P49418; A4D1X9
274,ENSG00000136717,BIN1,bridging integrator 1,Myc box-dependent-interacting protein 1,O00545; O75516; O75517; Q92944; O43867; O60552; O75514; Q99688; O00499; O60554; O00297; Q659B7; O75518; O75515; O60553; O60555
275,ENSG00000145020,AMT,aminomethyltransferase,"Aminomethyltransferase, mitochondrial",A8K3I5; Q96IG6; B4DJQ0; B4DE61; E9PBG1; P48728
276,ENSG00000237763,AMY1A,amylase alpha 1A,Alpha-amylase 1A; Alpha-amylase 1B; Alpha-amylase 1C,A8K8H6; Q13763; P0DUB6; Q5T083; P0DTE7; P0DTE8; P04745; A6NJS5
277,ENSG00000174876,AMY1B,amylase alpha 1B,Alpha-amylase 1A; Alpha-amylase 1B; Alpha-amylase 1C,P0DUB6; A6NJS5; P04745; P0DTE8; Q13763; P0DTE7; A8K8H6; Q5T083
278,ENSG00000187733,AMY1C,amylase alpha 1C,Alpha-amylase 1B; Alpha-amylase 1A; Alpha-amylase 1C,P0DTE7; A6NJS5; P0DTE8; Q5T083; P0DUB6; A8K8H6; Q13763; P04745
279,ENSG00000243480,AMY2A,amylase alpha 2A,Pancreatic alpha-amylase; Alpha-amylase 2B,P04746; Q9UBH3; B9EJG1
280,ENSG00000240038,AMY2B,amylase alpha 2B,Alpha-amylase 2B; Pancreatic alpha-amylase,D3DT76; P19961; B3KXB7; Q9UBH3; B3KTI1
283,ENSG00000214274,ANG,angiogenin,Angiogenin,Q6P5T2; Q8WXE7; P03950; Q05CV1; Q53X86
284,ENSG00000154188,ANGPT1,angiopoietin 1,Angiopoietin-1,Q5HYA0; Q15389
285,ENSG00000091879,ANGPT2,angiopoietin 2,Angiopoietin-2,Q9NRR7; Q9P2Y7; O15123; A8K205; B7ZLM7; A0AV38
286,ENSG00000029534,ANK1,ankyrin 1,Ankyrin-1,O43400; Q59FP2; Q8N604; Q13768; Q99407; Q53ER1; A0PJN8; P16157; A6NJ23; E5RFL7
287,ENSG00000145362,ANK2,ankyrin 2,Ankyrin-2,Q08AC7; Q08AC8; Q01484; Q7Z3L5; Q01485
288,ENSG00000151150,ANK3,ankyrin 3,Ankyrin-3,Q7Z3G4; Q5VXD5; Q9H0P5; Q13484; Q12955; B1AQT2; E9PE32; Q5CZH9; B4DIL1
290,ENSG00000166825,ANPEP,"alanyl aminopeptidase, membrane",Aminopeptidase N,Q6GT90; Q8IUK3; Q9UCE0; Q16728; Q8IVH3; P15144
291,ENSG00000151729,SLC25A4,solute carrier family 25 member 4,ADP/ATP translocase 1,D3DP59; P12235
292,ENSG00000005022,SLC25A5,solute carrier family 25 member 5,ADP/ATP translocase 2,B2RCV1; P05141; O43350
293,ENSG00000292334,SLC25A6,solute carrier family 25 member 6,ADP/ATP translocase 3,Q96C49; P12236
301,ENSG00000135046,ANXA1,annexin A1,Annexin A1,B5BU38; P04083
302,ENSG00000182718,ANXA2,annexin A2,Annexin A2,Q567R4; Q96DD5; Q9UDH8; Q8TBV2; P07355; Q6N0B3
303,-,ANXA2P1,annexin A2 pseudogene 1,-,-
304,-,ANXA2P2,annexin A2 pseudogene 2,-,-
305,-,ANXA2P3,annexin A2 pseudogene 3,-,-
306,ENSG00000138772,ANXA3,annexin A3,Annexin A3,P12429; B2R9W6; Q6LET2
307,ENSG00000196975,ANXA4,annexin A4,Annexin A4,Q6LES2; B4DDF9; Q96F33; Q9BWK1; P09525
308,ENSG00000164111,ANXA5,annexin A5,Annexin A5,D3DNW7; Q8WV69; P08758; Q6FI16; Q9UDH9; Q6FHB3
309,ENSG00000197043,ANXA6,annexin A6,Annexin A6,E9PGK1; B7Z8A7; Q6ZT79; D3DQH4; P08133
310,ENSG00000138279,ANXA7,annexin A7,Annexin A7,Q5T0M6; P20073; Q5F2H3; Q5T0M7
311,ENSG00000122359,ANXA11,annexin A11,Annexin A11,B4DVE7; P50995
312,ENSG00000104537,ANXA13,annexin A13,Annexin A13,Q9BQR5; P27216
313,ENSG00000136250,AOAH,acyloxyacyl hydrolase,Acyloxyacyl hydrolase,B7Z490; P28039; A4D1Y5; Q53F13
314,ENSG00000131480,AOC2,amine oxidase copper containing 2,Retina-specific copper amine oxidase,O75105; Q4TTW5; Q9UNY0; A5PKW2; O00120; O75106
316,ENSG00000138356,AOX1,aldehyde oxidase 1,Aldehyde oxidase,O14765; Q53RR8; Q06278; Q53TV3; Q9UPG6; Q9BYF0
317,ENSG00000120868,APAF1,apoptotic peptidase activating factor 1,Apoptotic protease-activating factor 1,O14727; Q9UJ61; O43297; B2RMX8; Q9UJ59; Q9UGN8; Q9UGN9; Q7Z438; Q9UJ64; Q9BXZ6; Q9UJ60; Q9UJ67; Q9UNC9; Q9UJ58; Q9UJ62; Q9UBZ5; Q9UJ63; Q9UJ66; Q9UJ65; Q9UGP0
318,ENSG00000164978,NUDT2,nudix hydrolase 2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],Q5T589; D3DRM0; P50583
319,ENSG00000175336,APOF,apolipoprotein F,Apolipoprotein F,Q13790; Q8TC13
320,ENSG00000107282,APBA1,amyloid beta precursor protein binding family A member 1,Amyloid-beta A4 precursor protein-binding family A member 1,O14914; Q02410; O60570; Q5VYR8
321,ENSG00000034053,APBA2,amyloid beta precursor protein binding family A member 2,Amyloid-beta A4 precursor protein-binding family A member 2,O60571; Q99767; Q5XKC0; E9PGI4
322,ENSG00000166313,APBB1,amyloid beta precursor protein binding family B member 1,Amyloid beta precursor protein binding family B member 1,D3DQT2; Q7Z324; A6NL69; B7Z1J6; Q96A93; B7Z2Y0; V9GYT4; A6NH82; B7Z1J5; O00213; V9GYK0; A1E379
323,ENSG00000163697,APBB2,amyloid beta precursor protein binding family B member 2,Amyloid beta precursor protein binding family B member 2,Q8IUI6; E9PG87; Q92870; B4DSL4
324,ENSG00000134982,APC,APC regulator of WNT signaling pathway,Adenomatous polyposis coli protein,B7Z2B6; Q15162; Q15163; P25054; D3DT03; Q93042
325,ENSG00000132703,APCS,"amyloid P component, serum",Serum amyloid P-component,P02743
326,ENSG00000160224,AIRE,autoimmune regulator,Autoimmune regulator,O43922; O43918; B2RP50; O43932; O75745
327,ENSG00000164062,APEH,acylaminoacyl-peptide hydrolase,Acylamino-acid-releasing enzyme,Q9P0Y2; Q9BQ33; P13798
328,ENSG00000100823,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,DNA-(apurinic or apyrimidinic site) endonuclease,Q969L5; P27695; Q99775
329,ENSG00000110330,BIRC2,baculoviral IAP repeat containing 2,Baculoviral IAP repeat-containing protein 2,Q16516; Q13490; Q4TTG0; B4E026
330,ENSG00000023445,BIRC3,baculoviral IAP repeat containing 3,Baculoviral IAP repeat-containing protein 3,Q16628; Q9HC27; Q13489; Q9UP46
331,ENSG00000101966,XIAP,X-linked inhibitor of apoptosis,E3 ubiquitin-protein ligase XIAP,P98170; D3DTF2; Q9NQ14
332,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5,Baculoviral IAP repeat-containing protein 5,B2R4R1; Q75SP2; O15392; A2SUH6; Q6FHL2; Q2I3N8; Q53F61; Q9P2W8; Q4VGX0; Q5MGC6
333,ENSG00000105290,APLP1,amyloid beta precursor like protein 1,Amyloid beta precursor like protein 1,P51693; O00113; Q96A92
334,ENSG00000084234,APLP2,amyloid beta precursor like protein 2,Amyloid beta precursor like protein 2,Q9BT36; Q71U10; Q06481; Q7M4L3; B3KXX9; Q14594; Q14662; H7BXI4; Q13861
335,ENSG00000118137,APOA1,apolipoprotein A1,Apolipoprotein A-I,A8K866; Q6Q785; Q9UCT8; P02647; Q6LDN9; Q9UCS8
336,ENSG00000158874,APOA2,apolipoprotein A2,Apolipoprotein A-II,B2R524; P02652
337,ENSG00000110244,APOA4,apolipoprotein A4,Apolipoprotein A-IV,A8MSL6; Q6Q787; Q14CW8; P06727
338,ENSG00000084674,APOB,apolipoprotein B,Apolipoprotein B-100,P04114; Q53QC8; P78480; Q13787; Q9UMN0; Q13779; Q4ZG63; Q13788; Q7Z600; P78479; Q13785; Q13786; O00502; P78481
339,ENSG00000111701,APOBEC1,apolipoprotein B mRNA editing enzyme catalytic subunit 1,C->U-editing enzyme APOBEC-1,Q9UE64; Q9UM71; P41238
341,ENSG00000130208,APOC1,apolipoprotein C1,Apolipoprotein C-I,Q6IB97; B2R526; P02654
342,ENSG00000291128,APOC1P1,apolipoprotein C1 pseudogene 1,-,-
343,ENSG00000103375,AQP8,aquaporin 8,Aquaporin-8,O94778; Q9UIA4; Q8IUU3
344,ENSG00000234906,APOC2,apolipoprotein C2,Apolipoprotein C-II,P02655; C0JYY4; Q9UDE3; Q9UNK3; Q9BS39
345,ENSG00000110245,APOC3,apolipoprotein C3,Apolipoprotein C-III,P02656; Q6Q786; Q08E83
346,ENSG00000267467,APOC4,apolipoprotein C4,Apolipoprotein C-IV,P55056; Q53YY8; B3KWY6
347,ENSG00000189058,APOD,apolipoprotein D,Apolipoprotein D,D3DNW6; Q6IBG6; B2R579; P05090
348,ENSG00000130203,APOE,apolipoprotein E,Apolipoprotein E,B2RC15; Q9P2S4; C0JYY5; P02649
350,ENSG00000091583,APOH,apolipoprotein H,Beta-2-glycoprotein 1,B2R9M3; P02749; Q9UCN7
351,ENSG00000142192,APP,amyloid beta precursor protein,Amyloid-beta precursor protein,P05067; Q16014; Q16020; D3DSD3; Q13778; B2R5V1; B4DII8; Q9UQ58; Q6GSC0; Q9UC33; Q13764; Q13793; Q9UCA9; Q9UCB6; P78438; D3DSD2; Q16011; Q8WZ99; Q9BT38; Q16019; Q9UCC8; Q9UCD1; D3DSD1; P09000
353,ENSG00000198931,APRT,adenine phosphoribosyltransferase,Adenine phosphoribosyltransferase,Q68DF9; G5E9J2; P07741; Q3KP55
354,ENSG00000142515,KLK3,kallikrein related peptidase 3,Prostate-specific antigen,Q15096; Q86TG8; G3XAE3; G3V0H4; P07288; C9JXH3; Q16272; Q8IXI4
355,ENSG00000026103,FAS,Fas cell surface death receptor,Tumor necrosis factor receptor superfamily member 6,A9UJX4; Q5T9P3; Q14295; P25445; Q6SSE9; Q14292; Q16652; B6VNV4; Q14293; Q14294; Q5T9P1; Q5T9P2
356,ENSG00000117560,FASLG,Fas ligand,Tumor necrosis factor ligand superfamily member 6,P48023; Q9BZP9
357,ENSG00000146950,SHROOM2,shroom family member 2,Protein Shroom2,Q13796; B9EIQ7
358,ENSG00000240583,AQP1,aquaporin 1 (Colton blood group),Aquaporin-1,B5BU39; P29972; F5GY19; Q8TBI5; E9PC21; Q8TDC1; E7EM69
359,ENSG00000167580,AQP2,aquaporin 2,Aquaporin-2,Q9UD68; P41181
360,ENSG00000165272,AQP3,aquaporin 3 (Gill blood group),Aquaporin-3,B2RE16; A8K843; Q92482; D3DRL3; O00108; Q6FGW6; Q6FGT2
361,ENSG00000171885,AQP4,aquaporin 4,Aquaporin-4,P78564; P55087
362,ENSG00000161798,AQP5,aquaporin 5,Aquaporin-5,P55064; Q6FGW8
363,ENSG00000086159,AQP6,aquaporin 6,Aquaporin-6,Q13520
364,ENSG00000165269,AQP7,aquaporin 7,Aquaporin-7,Q8NHM3; Q08E94; O14520; Q5T5L9
366,ENSG00000103569,AQP9,aquaporin 9,Aquaporin-9,O43315; Q9NP32
367,ENSG00000169083,AR,androgen receptor,Androgen receptor,C0JKD3; P10275; E7EVX6; Q9UD95; A2RUN2; C0JKD4; A0A0B4J1T2; B1AKD7
368,ENSG00000091262,ABCC6,ATP binding cassette subfamily C member 6,ATP-binding cassette sub-family C member 6,A2RRN8; Q8TCY8; A8Y988; E7ESW8; O95255; Q9UMZ7; A8KIG6; P78420
369,ENSG00000078061,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",Serine/threonine-protein kinase A-Raf,P07557; Q5H9B2; Q5H9B3; P10398
372,ENSG00000095139,ARCN1,archain 1,Coatomer subunit delta,E9PEU4; Q52M80; B4E1X2; P48444
373,ENSG00000113595,TRIM23,tripartite motif containing 23,E3 ubiquitin-protein ligase TRIM23,Q9BZY4; Q9BZY5; P36406
374,ENSG00000109321,AREG,amphiregulin,Amphiregulin,Q5U026; P15514
375,ENSG00000143761,ARF1,ADP ribosylation factor 1,ADP-ribosylation factor 1; ADP-ribosylation factor 2,P84077; P10947; P32889
377,ENSG00000134287,ARF3,ADP ribosylation factor 3,ADP-ribosylation factor 3,P61204; P16587; B7ZB63; A8K6G8
378,ENSG00000168374,ARF4,ADP ribosylation factor 4,ADP-ribosylation factor 4,P18085; P21371; B2R7J7
379,ENSG00000175906,ARL4D,ADP ribosylation factor like GTPase 4D,ADP-ribosylation factor-like protein 4D,B2RC59; D3DX43; P49703
381,ENSG00000004059,ARF5,ADP ribosylation factor 5,ADP-ribosylation factor 5,P84085; P26437
382,ENSG00000165527,ARF6,ADP ribosylation factor 6,ADP-ribosylation factor 6,Q6FGZ2; P26438; P62330
383,ENSG00000118520,ARG1,arginase 1,Arginase-1,Q5JWT5; A6NEA0; Q8TE72; P05089; Q5JWT6; Q9BS50
384,ENSG00000081181,ARG2,arginase 2,"Arginase-2, mitochondrial",P78540; B2R690; Q6FHY8
387,ENSG00000067560,RHOA,ras homolog family member A,Transforming protein RhoA,P06749; Q9UDJ0; Q9UEJ4; Q53HM4; P61586; Q5U024
388,ENSG00000143878,RHOB,ras homolog family member B,Rho-related GTP-binding protein RhoB,Q7RTR9; Q5U0H6; P01121; P62745; B2R692; Q7RTN5; Q9CUV7
389,ENSG00000155366,RHOC,ras homolog family member C,Rho-related GTP-binding protein RhoC,P08134; B3KSW1; Q6ICN3
390,ENSG00000115963,RND3,Rho family GTPase 3,Rho-related GTP-binding protein RhoE,P52199; P61587; D3DP95
391,ENSG00000177105,RHOG,ras homolog family member G,Rho-related GTP-binding protein RhoG,P84095; Q8NI04; P35238
392,ENSG00000175220,ARHGAP1,Rho GTPase activating protein 1,Rho GTPase-activating protein 1,Q07960; D3DQQ6
393,ENSG00000089820,ARHGAP4,Rho GTPase activating protein 4,Rho GTPase-activating protein 4,Q14144; Q86UY3; P98171
394,ENSG00000100852,ARHGAP5,Rho GTPase activating protein 5,Rho GTPase-activating protein 5,D3DS90; Q59ER0; Q6DHZ3; A1L376; A8KAA1; Q05BU8; D3DS89; Q13017; Q05BE8; A1L375
395,ENSG00000047648,ARHGAP6,Rho GTPase activating protein 6,Rho GTPase-activating protein 6,Q9P1B3; Q9UK82; B2RWQ0; O43182; O43437; Q9UK81
396,ENSG00000141522,ARHGDIA,Rho GDP dissociation inhibitor alpha,Rho GDP-dissociation inhibitor 1,A8MXW0; B2R5X1; B4DDD3; Q6IBM5; B4DUV9; P52565
397,ENSG00000111348,ARHGDIB,Rho GDP dissociation inhibitor beta,Rho GDP-dissociation inhibitor 2,B5BU79; P52566
398,ENSG00000242173,ARHGDIG,Rho GDP dissociation inhibitor gamma,Rho GDP-dissociation inhibitor 3,Q99819; Q4TT69; Q96S29
399,ENSG00000168421,RHOH,ras homolog family member H,Rho-related GTP-binding protein RhoH,Q15669
400,ENSG00000120805,ARL1,ADP ribosylation factor like GTPase 1,ADP-ribosylation factor-like protein 1,P40616; Q53XB1; B4DWW1; P80417
401,ENSG00000165462,PHOX2A,paired like homeobox 2A,Paired mesoderm homeobox protein 2A,A8K3N0; O14813; Q8IVZ2
402,ENSG00000213465,ARL2,ADP ribosylation factor like GTPase 2,ADP-ribosylation factor-like protein 2,Q9BUK8; P36404; G3V184
403,ENSG00000138175,ARL3,ADP ribosylation factor like GTPase 3,ADP-ribosylation factor-like protein 3,Q53X83; B2R6C7; Q5JSM2; P36405
405,ENSG00000143437,ARNT,aryl hydrocarbon receptor nuclear translocator,Aryl hydrocarbon receptor nuclear translocator,C4AMA1; Q8NDC7; P27540; B2R9H1; F8WAP6; Q59ED4; Q5QP39
406,ENSG00000133794,BMAL1,basic helix-loop-helix ARNT like 1,Basic helix-loop-helix ARNT-like protein 1,O00327; O00313; O00315; A2I2N6; Q8IUT4; Q4G136; Q99649; O00314; Q99631; A8K645; B5ME11; O00316; O00317; B7WPG7; D3DQW6
407,ENSG00000120500,ARR3,arrestin 3,Arrestin-C,P36575; Q5JT24; Q96EN2; Q5JT23; B5B0B9; Q6IBF5
408,ENSG00000137486,ARRB1,arrestin beta 1,Beta-arrestin-1,O75625; Q9BTK8; O75630; Q2PP20; P49407; B6V9G8
409,ENSG00000141480,ARRB2,arrestin beta 2,Beta-arrestin-2,B7WPL3; Q2PP19; Q9UEQ6; Q0Z8D3; B4DLW0; H0Y688; B5B0C0; Q6ICT3; P32121; D3DTK2; Q8N7Y2
410,ENSG00000100299,ARSA,arylsulfatase A,Arylsulfatase A,B2RCA6; B7XD04; Q96CJ0; Q6ICI5; F8WCC8; P15289
411,ENSG00000113273,ARSB,arylsulfatase B,Arylsulfatase B,P15848; Q9UDI9; B2RC20; Q8N322
412,ENSG00000101846,STS,steroid sulfatase,Steryl-sulfatase,B2RA47; P08842
414,ENSG00000006756,ARSD,arylsulfatase D,Arylsulfatase D,Q9UHJ8; P51689
415,ENSG00000157399,ARSL,arylsulfatase L,Arylsulfatase L,P51690; Q53FT2; Q53FU8
416,ENSG00000062096,ARSF,arylsulfatase F,Arylsulfatase F,P54793; Q8TCC5
417,ENSG00000129744,ART1,ADP-ribosyltransferase 1,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,Q6NTD2; Q96KT9; P52961
419,ENSG00000156219,ART3,ADP-ribosyltransferase 3 (inactive),Ecto-ADP-ribosyltransferase 3,Q8WVJ7; Q13508; Q93069; Q53XW3; Q96HL1; Q6FHT7
420,ENSG00000111339,ART4,ADP-ribosyltransferase 4 (inactive) (Dombrock blood group),Ecto-ADP-ribosyltransferase 4,Q93070; Q9BZ50; Q9HB06; Q9BZ51
421,ENSG00000099889,ARVCF,ARVCF delta catenin family member,Splicing regulator ARVCF,B7WNV2; O00192
427,ENSG00000104763,ASAH1,N-acylsphingosine amidohydrolase 1,Acid ceramidase,E9PDS0; Q6W898; Q96AS2; Q13510
429,ENSG00000139352,ASCL1,achaete-scute family bHLH transcription factor 1,Achaete-scute homolog 1,P50553; Q9BQ30; A8K3C4
430,ENSG00000183734,ASCL2,achaete-scute family bHLH transcription factor 2,Achaete-scute homolog 2,Q99929; Q6PEY9; Q9UM68
432,ENSG00000141505,ASGR1,asialoglycoprotein receptor 1,Asialoglycoprotein receptor 1,I3L1X1; P07306
433,ENSG00000161944,ASGR2,asialoglycoprotein receptor 2,Asialoglycoprotein receptor 2,A8MT12; D3DTN0; Q03969; P07307; A6NLV8; O00448; D3DTM9
434,ENSG00000101440,ASIP,agouti signaling protein,Agouti-signaling protein,Q3SXL2; P42127
435,ENSG00000126522,ASL,argininosuccinate lyase,Argininosuccinate lyase,Q96HS2; E7EMI0; P04424; E9PE48; Q6LDS5
438,ENSG00000292336,ASMT,acetylserotonin O-methyltransferase,Acetylserotonin O-methyltransferase,B2RC33; P46597; Q16598; Q5JQ72; Q5JQ73
439,ENSG00000198356,GET3,"guided entry of tail-anchored proteins factor 3, ATPase",ATPase GET3,A8K740; Q92849; O43681; Q53FC6; A6NHP8
440,ENSG00000070669,ASNS,asparagine synthetase (glutamine-hydrolyzing),Asparagine synthetase [glutamine-hydrolyzing],A4D1I8; Q15666; E9PCI3; Q96HD0; P08243; Q549T9; E9PCX6; P08184; B7ZAA9; D6W5R3; B4DXZ1
443,ENSG00000108381,ASPA,aspartoacylase,Aspartoacylase,P45381
444,ENSG00000198363,ASPH,aspartate beta-hydroxylase,Aspartyl/asparaginyl beta-hydroxylase,Q9H2C4; A6NHI2; B4E2K4; Q12797; A0A0A0MSK8; Q9Y4J0; B7ZM95; F5H667; E5RGP5; Q8TB28; Q6NXR7; Q9H291; Q9NRI1; B4DIC9; Q9NRI0; A6NDF4
445,ENSG00000130707,ASS1,argininosuccinate synthase 1,Argininosuccinate synthase,Q96GT4; Q6LDL2; Q86UZ0; P00966
460,ENSG00000152092,ASTN1,astrotactin 1,Astrotactin-1,E9PFR8; B4DHI9; Q5W0V7; Q5W0V8; O60799; O14525; A5PL12
462,ENSG00000117601,SERPINC1,serpin family C member 1,Antithrombin-III,Q13815; Q7KZ43; Q7KZ97; B2R6P0; Q9UC78; P01008; P78439; P78447; Q5TC78
463,ENSG00000140836,ZFHX3,zinc finger homeobox 3,Zinc finger homeobox protein 3,Q13719; Q6ZP98; Q15911; O15101; D3DWS8
466,ENSG00000123268,ATF1,activating transcription factor 1,Cyclic AMP-dependent transcription factor ATF-1; RNA-binding protein FUS,P18846; B4DRF9; P25168; Q9H4A8
467,ENSG00000162772,ATF3,activating transcription factor 3,Cyclic AMP-dependent transcription factor ATF-3,Q7Z566; Q8WYM6; P18847; Q5VTZ2; Q6ICQ9
468,ENSG00000128272,ATF4,activating transcription factor 4,Cyclic AMP-dependent transcription factor ATF-4,Q9UH31; P18848; Q96AQ3
471,ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,Bifunctional purine biosynthesis protein ATIC,P31939; E9PBU3; Q13856; Q53S28; A8K202
472,ENSG00000149311,ATM,ATM serine/threonine kinase,Serine-protein kinase ATM,B2RNX5; O15429; Q16551; Q93007; Q9UCX7; Q12758; Q9NP02; Q13315
473,ENSG00000142599,RERE,arginine-glutamic acid dipeptide repeats,Arginine-glutamic acid dipeptide repeats protein,Q5VXL9; O43393; Q6P6B9; O75046; Q9Y2W4; O75359; Q9P2R6
474,ENSG00000172238,ATOH1,atonal bHLH transcription factor 1,Transcription factor ATOH1,Q92858; Q14CT9
475,ENSG00000177556,ATOX1,antioxidant 1 copper chaperone,Copper transport protein ATOX1,D3DQI2; Q56AP3; A8KAJ8; Q2M1R6; O00244
476,ENSG00000163399,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,Sodium/potassium-transporting ATPase subunit alpha-1,B2RBR6; Q6LDM4; Q9UJ21; Q16689; Q9UJ20; F5H3A1; B7Z3U6; Q9UCN1; P05023; B7Z2T5
477,ENSG00000018625,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,Sodium/potassium-transporting ATPase subunit alpha-2,D3DVE4; Q86UZ5; Q9UQ25; Q07059; Q5JW74; P50993
478,ENSG00000105409,ATP1A3,ATPase Na+/K+ transporting subunit alpha 3,Sodium/potassium-transporting ATPase subunit alpha-3,B7Z401; B7Z2T0; Q16732; F5H6J6; Q16735; P13637; Q969K5
479,ENSG00000075673,ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit,Potassium-transporting ATPase alpha chain 2,Q13816; Q13817; Q5W035; P54707; Q8N5U2; Q16734
480,ENSG00000132681,ATP1A4,ATPase Na+/K+ transporting subunit alpha 4,Sodium/potassium-transporting ATPase subunit alpha-4,Q8WXA7; Q8WY13; Q7Z4I9; Q8TBN8; Q13733; Q504T2; Q8WXH7
481,ENSG00000143153,ATP1B1,ATPase Na+/K+ transporting subunit beta 1,Sodium/potassium-transporting ATPase subunit beta-1,P05026; Q5TGZ3
482,ENSG00000129244,ATP1B2,ATPase Na+/K+ transporting subunit beta 2,Sodium/potassium-transporting ATPase subunit beta-2,A0AV17; A8K278; D3DTQ2; O60444; P14415
483,ENSG00000069849,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,Sodium/potassium-transporting ATPase subunit beta-3,B7Z1N7; P54709
486,ENSG00000137731,FXYD2,FXYD domain containing ion transport regulator 2,Sodium/potassium-transporting ATPase subunit gamma,Q53YC1; Q15332; Q9GZP3; P54710; Q9GZQ7
487,ENSG00000196296,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,B3KY17; A8K5J9; O14983; O14984
